"type_id";"breed";"sex_id";"size_id";"animal_id";"days_in_shelter";"intake_id";"intake_subtype";"outcome_type";"outcome_subtype";"intake_condition";"outcome_condition";"location";"age"
2;"DOMESTIC SH";3;6;"A342601";40;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95407(38.4127094, -122.7412153)";8
1;"FRENCH BULLDOG/MIX";3;2;"A322298";5;2;"FLD_HOSPTL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";11
1;"WELSH CORGI CAR/MIX";4;2;"A416697";8;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_LETTER";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";15
1;"BULLMASTIFF/MIX";1;1;"A353920";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_NOTICE";"HEALTHY";"HEALTHY";"95405(38.443415, -122.69178)";8
1;"BEAGLE/MIX";4;2;"A407753";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"TREATABLE/REHAB";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";9
1;"PIT BULL/MIX";3;2;"A316671";108;1;"OVER THE COUNTER";"TRANSFER";"IDAHO HS";"UNKNOWN";"TREATABLE/REHAB";"83705(43.59308, -116.21368)";10
1;"PIT BULL/MIX";4;3;"A362647";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";7
2;"DOMESTIC LH";3;2;"A415137";2;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";5
1;"LHASA APSO/MIX";1;4;"A305901";4;1;"OVER THE COUNTER";"RETURN TO OWNER";"RETURN TO OWNER";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";12
2;"DOMESTIC SH";5;6;"A308254";1;3;"OVER THE COUNTER";"TRANSFER";"FORGOTTEN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";9
2;"DOMESTIC SH";3;6;"A343226";55;1;"OVER THE COUNTER";"ADOPTION";"INTERNET";"TREATABLE/REHAB";"HEALTHY";"95448(38.613965, -122.869825)";8
2;"DOMESTIC MH";1;6;"A420727";37;3;"OVER THE COUNTER";"ADOPTION";"VOLUNTEER";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";1
1;"SCHNAUZER MIN";1;2;"A323864";9;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";11
3;"RABBIT SH";1;2;"A352244";70;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94931(38.3260186, -122.706422)";9
1;"QUEENSLAND HEEL/MIX";1;5;"A354288";6;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";6
1;"CHIHUAHUA SH/SHIH TZU";1;2;"A300740";60;3;"FIELD";"ADOPTION";"WALKIN";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"75758(32.23281, -95.49551)";14
1;"SIBERIAN HUSKY/MIX";3;3;"A420033";11;1;"OVER THE COUNTER";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";3
2;"DOMESTIC SH";1;2;"A412642";92;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";2
1;"LABRADOR RETR";1;7;"A234388";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95436(38.47872, -122.890155)";18
1;"PIT BULL";1;3;"A307925";2;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"94709(37.878265, -122.2636)";15
2;"DOMESTIC SH";3;2;"A324031";2;1;"FIELD";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";24
1;"PIT BULL";4;1;"A304619";3;2;"FLD_ARREST";"RETURN TO OWNER";"RETURN TO OWNER";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";20
1;"GREAT DANE/LABRADOR RETR";1;7;"A240933";22;3;"OVER THE COUNTER";"TRANSFER";"AN RESC AV";"HEALTHY";"HEALTHY";"";15
1;"GERM SHEPHERD/PIT BULL";4;5;"A410213";0;3;"OVER THE COUNTER";"TRANSFER";"EBSPCA";"TREATABLE/REHAB";"TREATABLE/REHAB";"94805(37.938085, -122.328815)";3
1;"PIT BULL";1;3;"A338933";8;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";11
1;"LABRADOR RETR/BORDER COLLIE";1;5;"A363990";18;3;"OVER THE COUNTER";"ADOPTION";"REFERRAL-O";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";7
2;"DOMESTIC SH";2;6;"A354879";0;1;"COMM CAT";"TRANSFER";"HSSC";"TREATABLE/REHAB";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";7
1;"CHIHUAHUA SH/MIX";1;2;"A352694";12;1;"FIELD";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";8
1;"PIT BULL/MIX";3;3;"A336587";6;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"94951(38.294195, -122.670365)";15
1;"PIT BULL/MIX";4;5;"A356700";0;1;"OVER THE COUNTER";"TRANSFER";"DOGWOOD";"TREATABLE/REHAB";"TREATABLE/REHAB";"95403(38.4716444, -122.7398255)";7
1;"PIT BULL";1;1;"A266600";227;1;"FIELD";"TRANSFER";"ROCKET DOG";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"94146(37.751375, -122.43283)";13
1;"BORDER COLLIE/MIX";4;3;"A347925";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";8
1;"PIT BULL/MIX";3;3;"A326891";95;1;"FIELD";"ADOPTION";"REFERRAL";"HEALTHY";"HEALTHY";"95453(39.046095, -122.91967)";11
2;"DOMESTIC MH";3;6;"A307603";86;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95448(38.613965, -122.869825)";10
1;"GERM SHEPHERD";1;1;"A407625";9;3;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";5
1;"BASSET HOUND";1;3;"A403335";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"HEALTHY";"91941(32.7594703, -117.0171445)";13
1;"MALTESE";1;2;"A395328";8;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"UNKNOWN";"PENDING";"95472(38.4007555, -122.8277055)";7
2;"DOMESTIC SH";1;2;"A306660";53;3;"OVER THE COUNTER";"EUTHANIZE";"BEH SEVERE";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"";22
1;"LABRADOR RETR/BORDER COLLIE";3;3;"A324111";32;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";16
2;"DOMESTIC SH";3;6;"A419149";59;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94952(38.237, -122.640695)";1
1;"GERM SHEPHERD";4;3;"A347288";48;1;"FIELD";"EUTHANIZE";"AGGRESSIVE";"HEALTHY";"TREATABLE/MANAGEABLE";"";8
1;"BOXER/LABRADOR RETR";3;1;"A300664";18;3;"OVER THE COUNTER";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"94121(37.781135, -122.486965)";12
1;"AUST CATTLE DOG/MIX";3;3;"A232497";2;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"HEALTHY";"HEALTHY";"94952(38.237, -122.640695)";16
1;"GERM SHEPHERD/MIX";1;1;"A200994";5;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";17
2;"SIAMESE";1;6;"A337117";30;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95403(38.4716444, -122.7398255)";8
1;"CHIHUAHUA SH/MIX";1;2;"A309902";109;6;"VET_HOSP";"ADOPTION";"WALKIN";"TREATABLE/MANAGEABLE";"HEALTHY";"95436(38.47872, -122.890155)";16
2;"DOMESTIC MH";1;6;"A389624";1;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";4
1;"PIT BULL";1;1;"A331837";73;1;"OVER THE COUNTER";"EUTHANIZE";"AGGRESSIVE";"HEALTHY";"TREATABLE/MANAGEABLE";"";15
1;"GERM SHEPHERD";1;3;"A330589";37;3;"FIELD";"TRANSFER";"B A GERMAN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";11
2;"DOMESTIC SH";1;6;"A405756";62;1;"FIELD";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";3
1;"CHIHUAHUA SH/MIX";1;2;"A411356";24;1;"PHONE";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94515(38.5818482, -122.5799026)";6
1;"GERM SHEPHERD/MIX";3;3;"A306156";15;1;"OVER THE COUNTER";"TRANSFER";"B A GERMAN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";11
1;"SHIBA INU";1;2;"A307588";9;3;"OVER THE COUNTER";"TRANSFER";"JINDO PROJ";"HEALTHY";"HEALTHY";"93012(34.2248055, -119.0148888)";17
2;"DOMESTIC SH";3;6;"A370794";37;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"TREATABLE/REHAB";"HEALTHY";"95492(38.541355, -122.80026)";6
2;"DOMESTIC SH";4;2;"A317135";0;1;"FIELD";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";13
1;"GERM SHEPHERD";4;1;"A418415";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";7
1;"LABRADOR RETR/PIT BULL";3;3;"A377174";3;1;"FIELD";"TRANSFER";"HSSC";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";12
1;"SIBERIAN HUSKY/MIX";3;3;"A401772";49;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";6
3;"RABBIT SH";3;2;"A303058";9;1;"OVER THE COUNTER";"ADOPTION";"AD NWSPAPR";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";11
1;"PARSON RUSS TER";1;2;"A338434";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";15
2;"DOMESTIC SH";3;6;"A397717";56;1;"PHONE";"ADOPTION";"WESTFARM";"TREATABLE/REHAB";"HEALTHY";"95404(38.44511, -122.708)";3
1;"BORDER COLLIE";4;3;"A396172";8;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";6
2;"DOMESTIC SH";2;2;"A302676";7;1;"OVER THE COUNTER";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";27
1;"PIT BULL";1;3;"A412589";18;4;"FIELD";"EUTHANIZE";"AGGRESSIVE";"UNKNOWN";"UNTREATABLE";"94952(38.237, -122.640695)";4
1;"CAIRN TERRIER/MIX";3;2;"A302644";9;6;"VET_HOSP";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";12
1;"ROTTWEILER";5;5;"A369473";1;1;"BORN_HERE";"TRANSFER";"DOGWOOD";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";6
2;"DOMESTIC SH";3;2;"A372618";33;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"TREATABLE/REHAB";"HEALTHY";"94952(38.237, -122.640695)";6
1;"LABRADOR RETR/MIX";1;1;"A327247";16;1;"PRIV_SHELT";"TRANSFER";"GG LAB RES";"HEALTHY";"HEALTHY";"94804(37.9298426, -122.3436353)";10
1;"GERM SHEPHERD";2;1;"A303205";0;1;"FIELD";"RETURN TO OWNER";"RETURN TO OWNER";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";11
1;"POODLE MIN/MIX";4;2;"A387154";17;1;"VET_HOSP";"TRANSFER";"HSSC";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";9
1;"PARSON RUSS TER";4;2;"A362382";5;3;"OVER THE COUNTER";"TRANSFER";"EBSPCA";"UNKNOWN";"HEALTHY";"94805(37.938085, -122.328815)";14
2;"DOMESTIC SH";3;6;"A401076";47;1;"OVER THE COUNTER";"ADOPTION";"WESTFARM";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";4
1;"RAT TERRIER/MIX";3;2;"A395078";15;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";5
2;"DOMESTIC SH";1;2;"A385988";12;1;"COMM CAT";"TRANSFER";"FORGOTTEN";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";7
1;"PIT BULL/ALASK MALAMUTE";3;1;"A339756";107;1;"FIELD";"ADOPTION";"REFERRAL";"HEALTHY";"HEALTHY";"95425(38.79895, -123.01762)";10
2;"DOMESTIC SH";3;6;"A391144";12;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";5
2;"SIAMESE";1;6;"A416915";20;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95451(38.9769509, -122.8339173)";1
1;"PUG";2;4;"A383269";0;1;"VET_HOSP";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95401(38.44366, -122.7246163)";6
1;"CHIHUAHUA SH";2;4;"A379576";2;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95492(38.541355, -122.80026)";6
1;"LABRADOR RETR/POODLE STND";3;1;"A038980";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"95405(38.443415, -122.69178)";20
1;"PIT BULL";3;5;"A391854";8;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";5
2;"DOMESTIC MH";3;6;"A337586";80;2;"FLD_ARREST";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95404(38.44511, -122.708)";8
1;"PIT BULL";1;3;"A336592";106;1;"FIELD";"ADOPTION";"WALKIN";"TREATABLE/MANAGEABLE";"HEALTHY";"95439(38.4901851, -122.7701347)";10
1;"SHIH TZU/MIX";1;2;"A370959";1;4;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95476(38.288405, -122.464525)";18
1;"CHIHUAHUA LH/MIX";1;2;"A315131";14;4;"OVER THE COUNTER_OS";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";11
2;"DOMESTIC SH";3;2;"A364885";31;1;"OVER THE COUNTER";"ADOPTION";"WESTFARM";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";9
1;"CHIHUAHUA SH/MIX";4;2;"A414367";4;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";3
1;"CHIHUAHUA SH";2;4;"A329655";23;1;"FIELD";"RETURN TO OWNER";"FLD_PRVS";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";9
1;"GERM SHEPHERD";3;1;"A408774";66;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"94928(38.3499842, -122.6928413)";3
1;"PIT BULL";3;2;"A375236";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";6
1;"MIN PINSCHER";3;2;"A381685";4;2;"FLD_HOSPTL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95402(38.44014, -122.710505)";18
2;"DOMESTIC SH";3;2;"A307399";7;5;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95421(38.5325498, -123.0878063)";12
1;"PIT BULL";3;1;"A309292";1;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";11
1;"CHIHUAHUA SH";4;4;"A309878";2;6;"VET_HOSP";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"TREATABLE/MANAGEABLE";"HEALTHY";"95407(38.4127094, -122.7412153)";12
1;"BOSTON TERRIER";1;4;"A240098";21;6;"VET_HOSP";"ADOPTION";"INTERNET";"HEALTHY";"TREATABLE/REHAB";"97701(44.06496, -121.298235)";13
2;"DOMESTIC SH";3;2;"A369121";77;1;"COMM CAT";"ADOPTION";"SCAS WEB";"TREATABLE/REHAB";"HEALTHY";"95819(38.5645853, -121.4396322)";8
1;"ALASK MALAMUTE";3;5;"A379274";29;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";6
1;"GERM SHEPHERD/MIX";1;1;"A336478";33;1;"OVER THE COUNTER";"EUTHANIZE";"AGGRESSIVE";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"";13
1;"AUST SHEPHERD/MIX";3;3;"A420662";17;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"HEALTHY";"95404(38.44511, -122.708)";6
2;"DOMESTIC MH";1;2;"A326941";6;1;"FIELD";"EUTHANIZE";"ILL SEVERE";"UNTREATABLE";"UNTREATABLE";"";22
2;"DOMESTIC SH";3;2;"A376071";19;1;"OVER THE COUNTER";"ADOPTION";"FB SCAS";"UNKNOWN";"HEALTHY";"95472(38.4007555, -122.8277055)";7
2;"DOMESTIC SH";3;2;"A411751";29;1;"OVER THE COUNTER";"TRANSFER";"RP SHELTER";"HEALTHY";"HEALTHY";"94928(38.3499842, -122.6928413)";4
2;"DOMESTIC SH";3;2;"A366473";8;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";7
1;"SIBERIAN HUSKY/MIX";3;3;"A331225";1;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95436(38.47872, -122.890155)";10
2;"DOMESTIC SH";3;2;"A384645";3;3;"OVER THE COUNTER";"TRANSFER";"ARF";"HEALTHY";"HEALTHY";"94598(37.915095, -122.02109)";13
2;"DOMESTIC SH";4;6;"A374225";2;1;"OVER THE COUNTER";"TRANSFER";"BERKH";"TREATABLE/REHAB";"TREATABLE/REHAB";"94710(37.873415, -122.298305)";6
1;"PATTERDALE TERR/MIX";1;2;"A309717";56;1;"FIELD";"ADOPTION";"INTERNET";"HEALTHY";"HEALTHY";"95446(38.503755, -122.9935)";11
1;"ALASKAN HUSKY";4;1;"A351225";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";8
2;"SIAMESE";1;6;"A401483";16;3;"OVER THE COUNTER_OS";"ADOPTION";"SCAS WEB";"UNKNOWN";"HEALTHY";"95448(38.613965, -122.869825)";4
1;"PIT BULL/GERM SH POINT";1;1;"A384789";23;1;"VET_HOSP";"TRANSFER";"BACS";"HEALTHY";"HEALTHY";"94710(37.873415, -122.298305)";6
2;"DOMESTIC SH";1;6;"A417862";56;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";1
2;"DOMESTIC MH";3;2;"A411276";49;4;"FIELD";"TRANSFER";"WE CARE";"HEALTHY";"HEALTHY";"94574(38.504975, -122.47185)";6
1;"GERM SHEPHERD/MIX";1;3;"A344024";4;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95446(38.503755, -122.9935)";14
1;"PARSON RUSS TER/BEAGLE";4;3;"A345603";1;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"HEALTHY";"HEALTHY";"95465(38.4062, -122.947145)";13
1;"CHIHUAHUA SH/MIX";4;3;"A355044";3;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";7
1;"CANE CORSO";4;1;"A324218";1;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";10
1;"LABRADOR RETR/MIX";3;1;"A355784";19;3;"FIELD";"TRANSFER";"HSSC";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";9
1;"CHIHUAHUA SH";4;4;"A364243";1;2;"FLD_HOSPTL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"HEALTHY";"95401(38.44366, -122.7246163)";7
1;"SHETLD SHEEPDOG/MIX";4;2;"A410769";10;4;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";6
3;"RABBIT SH";3;2;"A366775";22;1;"OVER THE COUNTER";"TRANSFER";"RP SHELTER";"UNKNOWN";"HEALTHY";"94928(38.3499842, -122.6928413)";8
1;"COCKER SPAN";1;3;"A327071";14;1;"FIELD";"ADOPTION";"INTERNET";"TREATABLE/REHAB";"TREATABLE/REHAB";"95490(39.40686, -123.354005)";16
1;"AUST CATTLE DOG";3;2;"A416014";52;1;"FIELD";"ADOPTION";"VOLUNTEER";"UNKNOWN";"HEALTHY";"94533(38.251455, -122.045375)";2
1;"CHIHUAHUA SH";1;2;"A419731";6;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"HEALTHY";"HEALTHY";"";3
1;"ROTTWEILER/MIX";4;1;"A346263";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";18
1;"PARSON RUSS TER";1;3;"A390859";25;1;"FIELD";"TRANSFER";"MUTTVILLE";"TREATABLE/MANAGEABLE";"TREATABLE/MANAGEABLE";"94103(37.772, -122.408735)";18
1;"PARSON RUSS TER/MIX";1;2;"A362585";34;1;"MUN_SHELT";"ADOPTION";"REFERRAL-O";"UNKNOWN";"HEALTHY";"95401(38.44366, -122.7246163)";10
1;"PIT BULL/MIX";1;1;"A291957";26;1;"FIELD";"EUTHANIZE";"AGGRESSIVE";"UNTREATABLE";"UNTREATABLE";"95401(38.44366, -122.7246163)";14
2;"DOMESTIC SH";1;2;"A360470";6;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"94954(38.263265, -122.641035)";7
1;"SCHNAUZER MIN";2;3;"A020857";1;2;"FLD_HOSPTL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";19
1;"CHIHUAHUA SH";4;4;"A368058";10;1;"FIELD";"TRANSFER";"HSSC";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";10
1;"PARSON RUSS TER/BEAGLE";1;2;"A377766";31;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"TREATABLE/MANAGEABLE";"HEALTHY";"95492(38.541355, -122.80026)";12
1;"CHIHUAHUA SH";3;4;"A344734";1;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"PENDING";"94931(38.3260186, -122.706422)";8
2;"DOMESTIC LH";3;2;"A401552";85;1;"PHONE";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"94928(38.3499842, -122.6928413)";5
2;"DOMESTIC SH";3;6;"A360772";33;1;"COMM CAT";"TRANSFER";"";"HEALTHY";"HEALTHY";"95665(38.3928819, -120.6413218)";7
2;"DOMESTIC SH";1;2;"A401808";13;1;"PHONE";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";3
2;"DOMESTIC LH";1;2;"A397291";98;1;"FIELD";"ADOPTION";"WESTFARM";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";6
1;"CAIRN TERRIER/MIX";1;2;"A414149";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95401(38.44366, -122.7246163)";4
1;"CHIHUAHUA SH";3;2;"A396847";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95405(38.443415, -122.69178)";15
1;"GERM SHEPHERD/GREAT PYRENEES";1;1;"A416191";107;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";2
1;"PIT BULL";1;1;"A355628";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";8
1;"PIT BULL";1;3;"A340599";55;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";9
1;"ALASKAN HUSKY/GERM SHEPHERD";4;3;"A417900";2;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95472(38.4007555, -122.8277055)";4
3;"LOP-ENGLISH";1;2;"A405663";31;1;"FIELD";"TRANSFER";"SAVEABUNNY";"UNKNOWN";"TREATABLE/MANAGEABLE";"94941(37.901575, -122.54157)";7
2;"SIAMESE";1;2;"A333146";13;3;"OVER THE COUNTER";"TRANSFER";"FORGOTTEN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";10
1;"POODLE MIN";3;2;"A330580";10;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";13
1;"SIBERIAN HUSKY";4;1;"A393305";2;3;"OVER THE COUNTER";"TRANSFER";"BACS";"HEALTHY";"HEALTHY";"94710(37.873415, -122.298305)";9
2;"DOMESTIC SH";2;2;"A410234";36;1;"PHONE";"TRANSFER";"HSSC";"UNKNOWN";"TREATABLE/REHAB";"95407(38.4127094, -122.7412153)";3
1;"SIBERIAN HUSKY";3;3;"A412208";9;3;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";5
